source,destination
69,175
52,104
68,155
15,30
59,119
4,9
25,50
5,10
12,25
22,44
66,133
11,23
29,59
69,159
68,139
50,100
68,148
13,26
69,168
72,185
19,39
69,177
67,134
3,6
18,37
36,73
57,114
2,4
20,40
9,19
26,53
63,127
10,20
43,87
68,141
6,13
69,161
69,170
64,128
69,179
27,54
16,33
34,69
37,74
0,0
54,108
23,47
41,83
69,163
68,143
44,88
62,124
7,14
58,117
69,172
70,180
61,122
30,61
48,97
14,28
32,64
65,131
21,43
1,3
68,136
42,84
69,165
55,111
69,174
59,118
39,78
28,57
46,93
68,157
49,98
12,24
66,132
35,71
53,107
69,158
69,167
72,184
56,112
19,38
69,176
68,150
60,121
5,11
26,52
33,67
69,160
17,34
50,101
69,169
34,68
51,102
68,152
40,81
3,7
24,48
57,115
41,82
47,95
69,162
10,21
73,187
31,62
64,129
38,77
68,145
68,154
48,96
4,8
37,75
21,42
1,2
45,91
8,17
55,110
71,183
11,22
29,58
44,89
62,125
68,138
68,147
28,56
46,92
52,105
68,156
15,31
18,36
36,72
25,51
32,65
35,70
53,106
9,18
42,85
22,45
63,126
68,140
43,86
6,12
39,79
68,149
13,27
69,178
60,120
16,32
49,99
67,135
33,66
2,5
20,41
23,46
56,113
68,142
69,171
68,151
40,80
58,116
27,55
30,60
0,1
47,94
65,130
54,109
17,35
73,186
69,164
38,76
68,144
51,103
69,173
7,15
68,153
70,181
61,123
24,49
45,90
8,16
14,29
71,182
68,137
31,63
69,166
68,146
